PRODCODE,BARCODE
C02213390,4006381215749
C02213470,4006381215756
C02213450,4006381215763
C02213430,4006381215770
C02213400,4006381215787
C02213410,4006381215794
C02213420,4006381333627
C02213440,4006381333634
C02213390,4006381333641
C02213470,4006381333658
C02213450,4006381333665
C02213430,4006381333672
C02213400,4006381333689
C02213410,4006381333696
C02730320,4006856505511
C02730310,4006856505535
C01613130,4006B001
C02710140,4007817108529
C02711060,4007817134481
C02514170,4007817304327
C02213370,4007817304440
C02213330,4007817304457
C02213340,4007817304464
C02514180,4007817304556
C02514160,4007817304563
C02213380,4007817304679
C02213360,4007817304686
C02213350,4007817304693
C02514000,4007817309278
C02514100,4007817310380
C02214400,4007817314531
C02514160,4007817319079
C02213380,4007817323366
C02213360,4007817323564
C02514170,4007817332276
C02514180,4007817332313
C02514160,4007817332474
C02140180,4007817334010
C02720270,4007817524206
C02720020,4007817524688
C02720020,4007817524701
C02720270,4007817530658
C01613120,4007B001
C01630320,4012700591364
C04150000,4015000402088
C04110060,4026700378313
C04120010,4026700401806
C04140080,4026700407563
C04140090,4026700407594
C04140100,4026700409819
C04150010,4026700443905
C04110060,40267609
C04110030,40267654
C04110050,40267708
C01624450,4514953944480
C01624460,4514953944497
C01624470,4514953944503
C01624440,4514953944510
C03012740,4710850100183
C03012730,4710850100381
C02720060,4711577007571
C02530410,4711577020624
C02530420,4711577020631
C02530430,4711577020648
C02810190,4711734015005
C03211090,4711734081000
C03110860,4711734114302
C03140030,4711734116306
C03430190,4711734822702
C05630560,4712759210079
C05630760,4712759210505
C05630690,4712759210666
C05630350,4712759210932
C05630080,4712759211335
C05630000,4712759211359
C05630130,4712759211663
C05630120,4712759211670
C05630730,4712759211922
C05630710,4712759212059
C05630140,4712759212097
C05630780,4712759213469
C05610780,4712759213551
C05630940,4712759213605
C05630970,4712759214671
C05630830,4712759230244
C05630980,4712759260043
C05631000,4712759260203
C03350160,4712833045603
C01120370,4718473003089
C01120420,4718473003096
C07330390,4891199003967
C07340110,4891199077685
C03140000,4891305501394
C03920000,4893053100508
C03140020,4893055110291
C01630570,4895093306278
C02117300,4895151402560
C02117320,4895151402577
C02117310,4895151402584
C07360130,4901660129727
C07340080,4901660139566
C01120170,4901780779369
C02133650,4901881168185
C02133680,4901881169601
C02620410,4901991585810
C02620410,4901991585827
C02620400,4901991585841
C02620390,4901991585872
C02620080,4901991703306
C02620090,4901991703313
C02620120,4901991703344
C02613050,4902506040558
C02730090,4902506042293
C02730070,4902506042316
C02613130,4902506049421
C02613070,4902506049940
C02712220,4902506053633
C02712250,4902506053640
C02712240,4902506053657
C02712230,4902506053664
C02710410,4902506058379
C02710430,4902506058393
C02710420,4902506058409
C02710440,4902506058416
C02710450,4902506058423
C02613040,4902506059086
C02710460,4902506059123
C02710490,4902506059154
C02310720,4902506070586
C02310730,4902506070593
C02310740,4902506070609
C02134160,4902506070883
C02134170,4902506070890
C02134180,4902506070906
C02134210,4902506070975
C02134170,4902506071170
C02134180,4902506071187
C02613350,4902506077042
C02712270,4902506079442
C02712260,4902506079459
C02712280,4902506079480
C02712290,4902506079503
C02712300,4902506079527
C02730120,4902506147899
C02730120,4902506149220
C02730000,4902506322456
C02520110,4902778150191
C02520010,4902778150245
C02520070,4902778150276
C02520080,4902778150283
C02520000,4902778150313
C02114300,4902778530313
C02114290,4902778530320
C02520390,4902778545492
C02520470,4902778545515
C02520480,4902778545553
C02520110,4902778558607
C02520120,4902778558614
C02520060,4902778558621
C02520050,4902778558645
C02520010,4902778558652
C02520030,4902778558669
C02520070,4902778558683
C02520080,4902778558690
C02520000,4902778558720
C02520040,4902778558737
C02520090,4902778558744
C02133290,4902778572832
C02133310,4902778572849
C02133300,4902778572856
C02114310,4902778717226
C02114350,4902778717264
C02114340,4902778717295
C02114360,4902778717325
C02133320,4902778751084
C02133340,4902778751091
C02133330,4902778751107
C02520390,4902778912256
C02520430,4902778912263
C02520420,4902778912294
C02520480,4902778912300
C02520490,4902778912317
C02520410,4902778912331
C02520460,4902778912348
C02520400,4902778912379
C02520440,4902778912386
C02520450,4902778912393
C02120060,4902778913765
C02120080,4902778913772
C02120070,4902778913789
C02120020,4902778913833
C02120010,4902778913840
C02114280,4902778918524
C02114300,4902778918531
C02114290,4902778918548
C03130010,4902870050061
C03630020,4902870085681
C03130000,4902870500016
C03110180,4902870610739
C03110190,4902870610746
C03130020,4902870643454
C03110050,4902870773199
C03110050,4902870773205
C03110050,4902870773328
C03110050,4902870773694
C03110050,4902870773700
C03110050,4902870773717
C03630220,4903331207802
C03630210,4903331207826
C03940100,4903331293416
C03320450,4904011026126
C10510010,4904785036932
C01630510,4949443083385
C01630540,4949443207392
C03110090,4955023061506
C01620250,4960999272689
C01620260,4960999272719
C01620270,4960999272863
C01620230,4960999273037
C01620210,4960999273389
C01620220,4960999273440
C01622450,4960999577982
C01622470,4960999578002
C01622480,4960999578019
C01622500,4960999617053
C01622510,4960999617077
C01623700,4960999669939
C01623690,4960999670089
C01623670,4960999670096
C01624010,4960999792347
C02810000,4971760001032
C03210070,4971760140632
C03210110,4971760140700
C03210017,4971760143015
C03210017,4971760143022
C03210017,4971760143046
C03210017,4971760143176
C03211070,4971760143466
C03960020,4971760171308
C03960030,4971760172312
C03960030,4971760172336
C03220140,4971760981426
C03220040,4971760981723
C03360710,4971760983000
C03360720,4971760983505
C07111670,4971850032151
C07111590,4971850032168
C07111580,4971850032229
C07111610,4971850032267
C07111650,4971850032304
C07110080,4971850032847
C07110210,4971850087731
C07111620,4971850087748
C07111830,4971850087779
C07111550,4971850087793
C07111810,4971850087809
C07111570,4971850087878
C07110160,4971850093114
C07111560,4971850094104
C07111840,4971850094159
C07250230,4971850101635
C07130700,4971850117384
C07110010,4971850163046
C07111630,4971850169284
C07111010,4971850178453
C07111000,4971850178491
C07110160,4971850187288
C07111590,4971850187295
C07110150,4971850187301
C07110120,4971850187325
C07110050,4971850187677
C07110080,4971850465713
C07111820,4974019023045
C07220070,4974019038469
C02310000,4974052801303
C02310010,4974052801310
C02310020,4974052801327
C02310270,4974052802317
C02310320,4974052804007
C02310340,4974052804014
C02310330,4974052804021
C02310320,4974052804205
C02310330,4974052804229
C02513580,4974052804809
C02513600,4974052804816
C02513590,4974052804823
C02513580,4974052805004
C02513600,4974052805011
C02513590,4974052805028
C02513190,4974052805110
C02310380,4974052807404
C02310400,4974052807411
C02310390,4974052807428
C02310410,4974052807435
C02530030,4974052816741
C02530020,4974052816819
C02413040,4974052821202
C02413050,4974052821219
C02413060,4974052821226
C02215240,4974052832215
C02215250,4974052832222
C02215260,4974052832239
C02215230,4974052832246
C02513170,4974052833762
C02530440,4974052845727
C02530460,4974052848568
C02160320,4974052853302
C02160340,4974052853906
C02160350,4974052854200
C02413040,4974052854569
C02413050,4974052854576
C02413060,4974052854583
C03040470,4974052979194
C03040480,4974052990205
C03040530,4974052990212
C03320180,4975364051561
C03120100,4977564000646
C01610750,4977766632706
C01612560,4977766655668
C01623900,4977766659307
C01623890,4977766659352
C01623910,4977766659383
C01623880,4977766659413
C01623300,4977766666695
C01623330,4977766666701
C01623320,4977766666718
C01623310,4977766666725
C07130170,4977766681858
C07130150,4977766682039
C07130110,4977766682244
C07130370,4977766682343
C07130190,4977766682435
C07130070,4977766687805
C07130140,4977766688222
C07130180,4977766688420
C01613110,4977766689267
C01623710,4977766698252
C01623730,4977766698269
C01623740,4977766698276
C01623720,4977766698283
C01613360,4977766721257
C01645512,4977766731379
C01645511,4977766731386
C01645513,4977766731409
C01645514,4977766731423
C01645515,4977766748124
C01645516,4977766748131
C01645517,4977766748148
C01645518,4977766748155
C07330030,4984824089020
C07330220,4984824089044
C07330320,4984824089150
C07330330,4984824089174
C07330040,4984824089198
C07330210,4984824089211
C07330230,4984824089358
C02133480,4992506065117
C02133500,4992506065131
C05020110,6001045241
C05020020,6001045242
C05020000,6001045243
C05020130,6001045244
C05413580,6004059070124
C01810670,619659102197
C06621090,6280031
C06621000,6280033
C06621030,6280034
C06621020,6280035
C06621010,628003k
C01613410,632983017272
C01613420,632983017302
C01613430,632983017333
C01613440,632983017364
C03430420,6852241501792
C08110870,6901118910325
C08110900,6901118910332
C10370010,69012952
C10370030,6901750112637
C10370000,6901750112651
C10370020,6901750112668
C03120240,6907409124068
C06213330,6914622700818
C06215180,6914622701181
C06215190,6914622701198
C06174070,6914622703109
C03210040,6921615490106
C03640010,6921734902405
C06410010,6923656580501
C02712000,6924246165115
C03430880,6924246166310
C06130440,6926032300106
C06174050,6926032308553
C06174200,6926032308584
C06215380,6926032311560
C06215390,6926032311577
C03810100,6926032329435
C03810060,6926032329510
C03120230,6932176218085
C03120250,6932176218092
C03120230,6932176228084
C02115640,6935804916759
C03540430,6935834030128
C02117280,6935840916737
S6959421408008TH,6959421408008
C07390000,705702104185
C07390000,705702104574
C07390000,705702260621
C01620130,725184724992
C01810460,740617169836
C01810480,740617169843
C01810640,740617169850
C01810680,740617255638
C01810680,740617255676
C01810690,740617255737
C02113310,8 850508 057882
C02113320,8 850508 057998
C01624260,808736779647
C01624270,808736779661
C01624280,808736779685
C01624290,808736779708
C01624300,808736779722
C01612620,808736839204
C01611130,829160703060
C01611140,829160703077
C01611110,829160703084
C01611120,829160703091
C02520980,84511301818
C02521040,84511301825
C02521000,84511301856
C02521070,84511362840
C02214390,8801067061407
C02133590,8802203023167
C02133610,8802203023174
C02133600,8802203023181
C02133610,8802203023204
C02133640,8802203530740
C02133620,8802203530757
C02133630,8802203531679
C04110220,8802946000081
C04110230,8802946000159
C04110070,8802946000258
C04110240,8802946000357
C06410130,8802966120400
C07261130,8803463203092
C07260900,8803463339838
C07260930,8803463339845
C01613520,8806071032207
C01613510,8806071672731
C01613500,8806085996236
C02114600,8809078873668
C01620000,882780046580
C01620010,882780046597
C01622020,882780624924
C01622030,882780624931
C01611340,882780905207
C01622530,882780987159
C01622620,882780987166
C01622630,882780987173
C01623120,882780987258
C01612840,882780987265
C01611350,883585007592
C01612430,883585695775
C01621930,883585956586
C01621940,883585956623
C01622760,883585956661
C01622310,883585956685
C01622740,883585956692
C01622750,883585956708
C01622670,883585963577
C01612810,884420133698
C01612540,884420588689
C01612550,884420588702
C01510200,884420709275
C01612660,884420854517
C01612670,884420854524
C01612680,884420854531
C02134640,884851006653
C02134640,884851006660
C02134650,884851006684
C02134650,884851006691
C02134630,884851006714
C02613130,884851020154
C02613050,884851020161
C01613120,884962161128
C01613130,884962161135
C01613140,884962161142
C01613150,884962161159
C01613330,884962772348
C01613210,884962772355
C01613220,884962772362
C01613230,884962772379
C01613240,884962772386
C01622810,884962826836
C01622820,884962826850
C08221340,8850002010109
C08221360,8850002010130
C08221330,8850002010772
C08221000,8850002011786
C08221310,8850002012509
C08221240,8850002013957
C08310020,8850007850229
C08220940,8850039963317
C08211180,8850046821020
C07260130,8850053127054
C03830500,8850053210022
C06511230,8850053297603
C06310880,8850053301157
C06310890,8850053301195
C05830370,8850053310647
C06214050,8850053332014
C05823420,8850053604142
C08110840,8850086114007
C08110620,8850086136252
C08110590,8850086139000
C08120000,8850124007889
C08120010,8850124016980
C08110100,8850124017000
C08120090,8850124018205
C08110440,8850124025968
C08120080,8850124037916
C08110710,8850124090362
C08110750,8850124090393
C08120070,8850124091864
C08110730,8850124094933
C08110930,8850125080447
C08110820,8850127002300
C08140030,8850127067163
C08110830,8850128030029
C08110470,8850128030074
C08110910,8850128403342
C08110700,8850144200789
C08230040,8850175067238
C08230060,8850175067337
C01120170,8850230600974
C08130140,8850250002338
C08130110,8850256000505
C08130050,8850256100106
C08130040,8850256410083
C08130090,8850256500050
C08211220,8850257152234
C07290160,8850263734233
C08110800,8850290030049
C08110810,8850290030087
C08230050,8850299001637
C08220450,8850299002665
C08230070,8850299006649
C04210180,8850304000686
C04210190,8850304000693
C04210160,8850304000723
C05610670,8850304000747
C04250050,8850304001003
C04250060,8850304001010
C04250070,8850304001027
C04250080,8850304001034
C04230060,8850304002055
C04230190,8850304002154
C04243610,8850304004004
C04243640,8850304004011
C04243630,8850304004028
C04243660,8850304004035
C04243620,8850304004042
C04243600,8850304004066
C04243650,8850304004080
C04243590,8850304004103
C04243540,8850304004158
C04243520,8850304004172
C05610980,8850304004813
C05610640,8850304005216
C05610090,8850304005230
C04210210,8850304005520
C04230160,8850304007678
C04230170,8850304007692
C04230180,8850304007708
C05610410,8850304008163
C05610460,8850304008170
C05610400,8850304009160
C04280040,8850304009290
C04280060,8850304009306
C04210070,8850304011194
C04210080,8850304011200
C04210110,8850304011231
C04210140,8850304011804
C05610420,8850304013945
C08240940,8850304013952
C04210580,8850304015222
C05610700,8850304015598
C04110160,8850304015604
C05610480,8850304015673
C05610200,8850304016717
C05610190,8850304016731
C05610500,8850304016809
C04160010,8850304016991
C04210590,8850304018629
C05610300,8850304021025
C04120000,8850304021445
C04230410,8850304071365
C05610920,8850304071594
C05610940,8850304071600
C04260480,8850304071723
C04260470,8850304071730
C05610210,8850304076865
C05610220,8850304076872
C05610250,8850304076889
C05610230,8850304076896
C05610240,8850304076902
C04230360,8850304077756
C04230370,8850304077763
C04230380,8850304077770
C05610960,8850304078012
C05610950,8850304078036
C04230460,8850304078173
C08221060,8850304078531
C08221180,8850304080190
C05610160,8850304083498
C05610170,8850304083504
C05610180,8850304083511
C05610730,8850304083535
C05610850,8850304083979
C05610810,8850304085195
C05610820,8850304085201
C05610830,8850304085218
C05610800,8850304085478
C04280570,8850304086031
C05610740,8850304086277
C04245160,8850304089292
C04220470,8850304090014
C04220100,8850304090021
C04220120,8850304090045
C08221230,8850304090236
C08221130,8850304090243
C05610100,8850304095415
C05610970,8850304096900
C05610840,8850304096924
C05610790,8850304096948
C04230480,8850304097327
C08110780,8850316010024
C08110790,8850316010109
C08110890,8850316010246
C08130060,8850332141139
C08310250,8850339110527
C08230090,8850360091499
C08230090,8850360091611
C08111000,8850391121110
C08150020,8850423000086
C08150010,8850423000093
C07110360,8850438001573
C07111730,8850438004475
C01630510,8850438004840
C07110360,8850438005205
C07111740,8850438016317
C07111850,8850438016799
C02113250,8850508000048
C02113250,8850508000062
C02113260,8850508000284
C02113260,8850508000307
C02113270,8850508000543
C02113280,8850508022361
C02113290,8850508022583
C02113300,8850508022781
C02113310,8850508023139
C02113320,8850508023375
C02113330,8850508023634
C02310910,8850508044943
C02310890,8850508045148
C02310900,8850508045353 
C08140040,8850545777552
C08310020,8850583000315
C08110770,8850639005622
C08110880,8850639005639
C08310280,8850672310035
C08211210,8850723711309
C08110370,8850804000001
C08110360,8850804000025
C01260000,8850815711101
C01260010,8850815712023
C06511040,8850862001514
C08241290,8850871401008
C08242040,8850871935206
C08241870,8850871950001
C06213360,8850892000075
C06310030,8850892003090
C06310020,8850892003106
C06310240,8850892003113
C06310280,8850892003243
C06310320,8850892003250
C06310270,8850892003267
C06310310,8850892003311
C06420010,8850892003328
C06213370,8850892003403
C06213380,8850892003410
C06213350,8850892003557
C06310120,8850892005544
C03510030,8850892005704
C03510000,8850892005742
C03310080,8850892009290
C04280070,8850892009757
C04280090,8850892009764
C03960050,8850892009795
C03960060,8850892009818
C03350090,8850892018810
C03350100,8850892018827
C03350110,8850892018834
C03330850,8850892019169
C03330860,8850892019183
C06311460,8850892022008
C05030010,8850892022510
C05030020,8850892022527
C05030190,8850892022800
C04120210,8850892023401
C03620000,8850892026051
C07290000,8850892027089
C04120200,8850892033608
C07260310,8850892035091
C07260320,8850892035114
C07260330,8850892035138
C07260350,8850892035152
C07260000,8850892035176
C07260370,8850892035459
C07260010,8850892035473
C03420050,8850892040422
C03420060,8850892040446
C03840050,8850892040668
C03840060,8850892040705
C07290010,8850892040798
C02810100,8850892042716
C03840080,8850892044901
C03350030,8850892045434
C03350010,8850892045441
C03350020,8850892045458
C03350000,8850892046523
C03330710,8850892046882
C03330700,8850892046899
C03510570,8850892047223
C03360170,8850892048138
C03360180,8850892048145
C03360190,8850892048152
C03360200,8850892048176
C03360210,8850892048183
C03360220,8850892048190
C02810120,8850892048312
C02810110,8850892048329
C06173270,8850892048466
C06173260,8850892048480
C06173250,8850892048497
C06173280,8850892048503
C06174050,8850892048510
C06163660,8850892048688
C06163670,8850892048695
C06163680,8850892048701
C03210630,8850892049432
C02613120,8850892049944
C06215190,8850892050094
C06420000,8850892050261
C04280080,8850892050339
C05630240,8850892050551
C03850130,8850892051077
C03850100,8850892051084
C03850080,8850892051121
C03850050,8850892051138
C03850040,8850892051145
C03850060,8850892051152
C06310250,8850892051473
C06310260,8850892051480
C04280100,8850892052722
C04280120,8850892052746
C06310340,8850892053330
C07260740,8850892053422
C03340470,8850892053439
C03340030,8850892053446
C06174080,8850892053460
C06174090,8850892053477
C06174100,8850892053484
C06174110,8850892053491
C06174060,8850892053507
C03520020,8850892053583
C03520000,8850892053590
C06190070,8850892053903
C06190120,8850892053934
C06190160,8850892053996
C06190180,8850892054016
C06190200,8850892054030
C06180820,8850892054214
C06180810,8850892054238
C03930270,8850892054641
C03930290,8850892054672
C03930250,8850892054696
C03930370,8850892054757
C03930390,8850892054764
C03930370,8850892054818
C03930450,8850892054825
C03930480,8850892054832
C03930460,8850892054849
C03930470,8850892054856
C03930430,8850892054870
C03310840,8850892055273
C03320040,8850892055648
C03320030,8850892055655
C05630230,8850892056072
C05630150,8850892056089
C06410140,8850892056423
C03340480,8850892056720
C03620000,8850892056898
C05620010,8850892057314
C05620000,8850892058021
C06410160,8850892059042
C06181210,8850892060154
C06181170,8850892060161
C06181220,8850892060178
C03510740,8850892061496
C03311430,8850892063674
C03211130,8850892064619
C06710470,8850892065845
C05630080,8850892066699
C03120230,8850892067962
C07261140,8850892069805
C03340190,8850893000029
C05823000,8850893000470
C05823090,8850893000562
C05823100,8850893000579
C05823020,8850893000852
C03340011,8850893002313
C05752420,8850896000019
C05752410,8850896000026
C05752400,8850896000033
C05752390,8850896000040
C08241370,8850906090184
C08241380,8850906090238
C08240130,8850906116228
C08240100,8850906118024
C08240110,8850906118031
C08240290,8850906119069
C08240300,8850906119076
C08240310,8850906119090
C08240180,8850906136226
C08240150,8850906138022
C08240160,8850906138039
C08240320,8850906139067
C08240330,8850906139074
C08240340,8850906139098
C08240580,8850906262031
C08240600,8850906262055
C12210040,8850918003219
C03710900,8850936040029
C03710930,8850936040036
C03350180,8850936040258
C03350200,8850936040265
C03350210,8850936040272
C03350220,8850936040289
C03210040,8850936130560
C03111110,8850936130591
C03211100,8850936131147
C03110100,8850936131178
C03020060,8850936170979
C03020070,8850936170986
C08130130,8850939961055
C01140060,8850950042092
C05110350,8850968100555
C05123050,8850968500607
C08220790,8850969364529
C08220830,8850969364673
C08220820,8850969364888
C06190800,8851023020559
C06180080,8851023034525
C06180100,8851023034549
C06180110,8851023034556
C06120000,8851023034617
C06120010,8851023034624
C06180020,8851023034778
C06180030,8851023034785
C06120690,8851023034815
C06120050,8851023034822
C06181320,8851023035461
C06181350,8851023035478
C06181240,8851023035485
C06181230,8851023035492
C06181310,8851023035508
C06181300,8851023035515
C06230230,8851023035713
C02133690,8851023052222
C02133710,8851023052239
C02133700,8851023052246
C02114580,8851023055698
C02114600,8851023055704
C02114590,8851023055711
C02115700,8851023057364
C02115710,8851023057371
C02115720,8851023057388
C04210060,8851071000503
C04210310,8851071000510
C04210340,8851071000527
C04210320,8851071000541
C04210300,8851071000558
C04210000,8851071000565
C06180320,8851076000034
C06180290,8851076000041
C06180420,8851076000089
C06181050,8851076000096
C06180430,8851076000102
C06180390,8851076000119
C06166150,8851076000201
C06166150,8851076000218
C06166150,8851076000225
C06166150,8851076000232
C06166150,8851076000249
C06166150,8851076000256
C06620030,8851105500016
C06620090,8851105500047
C06620530,8851105500054
C08320110,8851124104592
C04140000,8851224000015
C04140000,8851224002996
C10360010,8851282303004
C02310200,8851295410010
C02310190,8851295410027
C02310210,8851295410034
C02413080,8851295510017
C02413090,8851295510024
C02413100,8851295510031
C02413080,8851295511014
C02413090,8851295511021
C02413100,8851295511038
C02413110,8851295511045
C02413180,8851295520016
C02413160,8851295520023
C02413170,8851295520030
C02413180,8851295521013
C02413170,8851295521037
C02413190,8851295521044
C02310060,8851295541011
C02310070,8851295541028
C02310080,8851295541035
C02310130,8851295551010
C02730530,8851295650041
C02730520,8851295650065
C02730030,8851295650072
C02730690,8851295650096
C02320030,8851295721017
C02320040,8851295721024
C02320050,8851295721031
C02420000,8851295741015
C02420010,8851295741022
C02420020,8851295741039
C04140300,8851332002307
C02711040,8851347132143
C02730420,8851347252032
C03011180,8851354002118
C05743590,8851419000042
C05751040,8851419000080
C05751070,8851419000172
C05751030,8851419000271
C05752440,8851419000363
C05752450,8851419000783
C05742370,8851419000813
C05742380,8851419000868
C05122770,8851419005863
C05123280,8851419007898
C05122660,8851419014360
C05123410,8851419014612
C05123260,8851419015244
C05810160,8851419020675
C05810170,8851419020682
C06640210,8851433001223
C06640120,8851433001698
C06640150,8851433001704
C06630160,8851433001803
C03440010,8851433002299
C03320320,8851433002367
C03311360,8851433002466
C04280130,8851433002923
C06510690,8851433003364
C06510690,8851433003524
C06230510,8851433006044
C06213040,8851433006204
C06213770,8851433006211
C06410210,8851433007768
C06710310,8851433009236
C06630050,8851433009670
C06630070,8851433009717
C06630160,8851433009823
C06640590,8851433010188
C06620880,8851433011352
C06220490,8851433018771
C06640120,8851433088736
C06640140,8851433088743
C06640130,8851433088750
C06640150,8851433088767
C03710920,8851433095154
C06220530,8851433095581
C06710310,8851433101534
C06181330,8851433102746
C06710490,8851433104191
C06620930,8851433104849
C06620950,8851433104870
C06620960,8851433104887
C06620940,8851433104894
C06215520,8851433106379
C06510970,8851433107673
C03710910,8851433113407
C06213020,8851433122447
C06213770,8851433122454
C06213040,8851433122546
C06213080,8851433122560
C06150610,8851433125875
C12130020,8851434476662
C12110040,8851443112001
C03330530,8851552100142
C03330540,8851552100159
C03120160,8851552102009
C03120160,8851552102610
C03120080,8851552104003
C03120080,8851552104614
C03120030,8851552106007
C03120180,8851552107004
C03120000,8851552108001
C03120040,8851552108018
C03120000,8851552108612
C03120050,8851552110004
C03120050,8851552110615
C03120170,8851552112008
C03120060,8851552114002
C03120690,8851552114057
C03120060,8851552114613
C03120090,8851552115009
C03120700,8851552115054
C03120010,8851552116006
C03120710,8851552116051
C03120070,8851552117003
C03120720,8851552117034
C03120130,8851552118000
C03120730,8851552118055
C03120770,8851552119052
C03120200,8851552121000
C03120740,8851552121017
C03120210,8851552122007
C03410010,8851552130002
C03410180,8851552131009
C03410000,8851552132006
C03410170,8851552132464
C03920190,8851552140018
C03920240,8851552140087
C03920240,8851552140353
C02310100,8851552201016
C02310110,8851552201023
C02310120,8851552201030
C02310100,8851552201610
C02310110,8851552201627
C02310120,8851552201634
C02413130,8851552209012
C02413120,8851552209029
C02413150,8851552209036
C02413140,8851552209043
C02413130,8851552209616
C02413120,8851552209623
C02413150,8851552209630
C02413140,8851552209647
C02414150,8851552209654
C02414160,8851552209661
C02414170,8851552209678
C02214020,8851552217611
C02214000,8851552217628
C02214010,8851552217635
C02213980,8851552217642
C02213990,8851552217659
C02530100,8851552220222
C02530230,8851552224169
C02530210,8851552224176
C02530200,8851552224220
C02530260,8851552225166
C02530240,8851552225173
C02530290,8851552226163
C02530270,8851552226170
C02530280,8851552226187
C02310480,8851552307459
C02310170,8851552307466
C02310180,8851552307473
C02310160,8851552307480
C02310440,8851552322612
C02310420,8851552322629
C02310430,8851552322636
C06120310,8851552424491
C06150120,8851552433042
C06150000,8851552434063
C06110120,8851552435008
C06110110,8851552435015
C06110070,8851552435022
C06110130,8851552435039
C06110060,8851552436029
C06110050,8851552445021
C06110050,8851552445458
C06110040,8851552446073
C06110040,8851552446493
C06110030,8851552447094
C06110030,8851552447483
C06410100,8851552457451
C06410150,8851552468259
C06111460,8851552471006
C06111420,8851552471013
C06111470,8851552471020
C06111490,8851552471037
C06111480,8851552471044
C06111430,8851552473017
C06111450,8851552478005
C06111440,8851552479002
C03030060,8851552501017
C03030040,8851552501079
C03030100,8851552502038
C03030130,8851552503004
C03030010,8851552503011
C03030000,8851552503028
C03030030,8851552503035
C03030710,8851552503103
C03030730,8851552503110
C03030720,8851552503127
C03030180,8851552504018
C03030160,8851552504025
C03030170,8851552504032
C03030210,8851552505039
C03040020,8851552509013
C03040010,8851552509020
C03040040,8851552509037
C03040030,8851552509044
C02420120,8851552514017
C02420130,8851552514024
C02420140,8851552514031
C03040490,8851552518121
C03040500,8851552518145
C03040060,8851552519036
C02720600,8851552610214
C02720170,8851552617008
C02720170,8851552617626
C02720180,8851552620008
C02720180,8851552620626
C03310790,8851552625003
C03311200,8851552625010
C03310800,8851552637013
C03310800,8851552638003
C03310070,8851552643007
C03310070,8851552643014
C04120040,8851552650005
C04120060,8851552651002
C04120280,8851552652481
C04120290,8851552653006
C03730050,8851552658063
C03610050,8851552658087
C04280590,8851552660004
C04280590,8851552660714
C04280600,8851552661001
C04280450,8851552661186
C06511000,8851552662220
C06510940,8851552662244
C06510980,8851552662275
C06510140,8851552662299
C06510960,8851552662381
C06510730,8851552662435
C06510720,8851552662442
C02521380,8851552777009
C05010820,8851552790015
C05010830,8851552790022
C05010840,8851552790039
C05010860,8851552790053
C05010890,8851552790084
C05010900,8851552790091
C05010920,8851552790114
C05010930,8851552790121
C05010960,8851552790152
C05010970,8851552790169
C06420020,8851552790558
C04280610,8851552811789
C02116200,8851553101407
C02113350,8851553127018
C02113340,8851553127025
C02113360,8851553127032
C02113520,8851553130056
C02113540,8851553130063
C02113530,8851553130070
C02113510,8851553130612
C02113540,8851553130636
C02113800,8851553144381
C02710120,8851553207451
C02710990,8851553207673
C02710990,8851553207680
C02711010,8851553211458
C02711970,8851553231135
C02712070,8851553231432
C02710950,8851553242452
C02710970,8851553244456
C02710980,8851553245453
C02710940,8851553248454
C02712150,8851553272336
C02750010,8851553302132
C02750010,8851553302224
C02750040,8851553305669
C04130080,8851553413012
C04130090,8851553413029
C04130100,8851553413036
C04140460,8851553413098
C05520100,8851553515020
C05520140,8851553519011
C03721660,8851708000012
C03721670,8851708000418
C06510790,8851708001316
C03720530,8851708001378
C06621040,8851708002610
C06621050,8851708002627
C06621060,8851708002634
C06621070,8851708002641
C06620990,8851708002771
C06620900,8851708003143
C06510060,8851708004454
C06510050,8851708004461
C06510080,8851708004485
C06510880,8851708004621
C06510910,8851708004638
C06630180,8851708006410
C06630190,8851708006427
C06630060,8851708006434
C06630200,8851708006441
C06630040,8851708006526
C06630220,8851708006533
C06630040,8851708006540
C06630020,8851708006571
C06630020,8851708006595
C06630030,8851708006601
C03020000,8851708007011
C03020050,8851708007110
C03140110,8851708007257
C03510240,8851708007493
C06190820,8851708010240
C06190830,8851708011261
C03440080,8851708011421
C06610450,8851708011612
C06610470,8851708011629
C06610480,8851708011636
C06610050,8851708011780
C06610490,8851708011896
C03410070,8851708012756
C03410090,8851708012770
C06120080,8851708013821
C06190810,8851708017584
C03850600,8851708018055
C04280630,8851708019434
C05130000,8851724001154
C04350140,8851724005541
C04350020,8851724005558
C04350010,8851724005565
C04350030,8851724005572
C04350040,8851724005589
C05920030,8851724006081
C05910280,8851724006630
C05910130,8851724006661
C05910140,8851724006678
C05910160,8851724006692
C05910170,8851724006708
C05910180,8851724006715
C05910190,8851724006722
C05910200,8851724006739
C05910210,8851724006746
C05910220,8851724006753
C05910230,8851724006760
C05910250,8851724006784
C03830480,8851724019715
C03911270,8851752076636
C03911260,8851752076650
C08110980,8851753095001
C08110860,8851753096183
C05123470,8851773031645
C05123460,8851773031676
C07320080,8851806000297
C08221320,8851826082518
C08310240,8851847000904
C06120880,8851907005443
C06110000,8851907011734
C06150010,8851907012403
C06110020,8851907013622
C06120230,8851907015398
C06120200,8851907016906
C06120110,8851907016913
C06110410,8851907018511
C06110010,8851907018535
