Bin ID,Product Code,Product Name,Unit,NS Code,NS Name,NS SubGroup,Quantity
OB_Cutsize,208010701412652,QUALITY BLUE 70G. A4(500)6L 480 R/P BOX,RM,1CZD-QB-070-A04-500-6L-001,Quality Blue 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,6752
OB_Cutsize,208010701422412,QUALITY BLUE 70G. A3(500) 4L 140 R/P BOX,RM,1CZD-QB-070-A03-500-4L-001,Quality Blue 70G A3 (500) AUTO 4L 140 R/P N (D),Cutsize,400
OB_Cutsize,208010701812653,SPEED YELLOW 70G. A4(500)6L 480 R/P SHR,RM,1CZD-SY-070-A04-500-6L-001,Speed Yellow 70G A4 (500) 6L 480 R/P SHR N,Cutsize,3515
OB_Cutsize,208010801512652,QUALITY GREEN 80G. A4(500)6L 480R/P BOX,RM,1CZD-QG-080-A04-500-6L-001,Quality Green 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,1425
OB_Cutsize,208010801912653,SPEED RED 80G. A4(500)6L 480 R/P SHR,RM,1CZD-SR-080-A04-500-6L-001,Speed Red 80G A4 (500) 6L 480 R/P SHR N,Cutsize,3070
OB_Cutsize,208040800612652,DA-GREEN 80G. A4(500) 6L 480 R/P BOX,RM,1CZD-DG-080-A04-500-6L-001,Double A Green 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,887
OB_Cutsize,208110706012652,QUALITY ORANGE 70G. A4(500)6L480 R/P BOX,RM,1CZD-QO-070-A04-500-001,Quality Orange 70G A4 (500) (D),Cutsize - (Parent),2
OB_Cutsize,208110806312652,QUALITY PURPLE 80G. A4(500)6L480 R/P BOX,RM,1CZD-QP-080-A04-500-6L-002,Quality Purple 80G A4 (500) AUTO 6L 480 R/P STICKER N,Cutsize,12563
OB_Cutsize,208140700612652,DOUBLE A 70G A4(500) 6L 480 R/P BOX,RM,1CZD-DA-070-A04-500-6L-001,Double A 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,10444
OB_Cutsize,208140700692802,DOUBLE A 70G. A5 LG 4L 600 R/P BOX DOM,RM,1CZE-DA-070-A05-500-4L-002,Double A 70G A5 (500) MN 4L 600 R/P N,Cutsize,1771
OB_Cutsize,208140800312652,DA-1759 80G A4(500) 6L 480 R/P BOX,RM,1CZD-DZ-080-A04-500-6L-001,Double A (1759) 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,21573
OB_Cutsize,208140800622412,DOUBLE A 80G A3/500 4L 140 R/P BOX DOM,RM,1CZD-DA-080-A03-500-4L-001,Double A 80G A3 (500) AUTO 4L 140 R/P N (D),Cutsize,601
OB_Cutsize,208140800632452,DOUBLE A 80G A11/500 4L 300 R/P BOX,RM,1CZD-DA-080-A11-500-4L-001,Double A 80G A11 (500) AUTO 4L 300 R/P N (D),Cutsize,2000
OB_Cutsize,208140800642752,Double A(500) 80G B4LG 4L200 R/PBOX DOM,RM,1GCD-DA-080-B04-500-4L-001,Double A 80G B4 (500) 4L 200 R/P N (D),Cutsize (Guillotine),66
OB_Cutsize,208140800652192,Double A(500) 80G B5LG 4L 360 R/PBOX DOM,RM,1GCD-DA-080-B05-500-4L-001,Double A 80G B5 (500) 4L 360 R/P N (D),Cutsize (Guillotine),79
OB_Cutsize,208140800672692,Double A(500) 80G F14LG 4L240 R/PBOX DOM,RM,1GCD-DA-080-F14-500-4L-001,Double A 80G F14 (500) 4L 240 R/P N (D),Cutsize (Guillotine),612
OB_Cutsize,208140800692872,Double A (500) 80G A5LG 4L600R/P BOX DOM,RM,1CZD-DA-080-A05-500-4L-001,Double A 80G A5 (500) MN 4L 600 R/P N (D),Cutsize,1810
OB_Cutsize,208140808012673,DOUBLE A 80G. A4(550) 6L 480 Pack/P SHR,PAC,1CZD-DA-080-A04-250-4L-001,Double A 80G A4 (250) MN 4L 600 PAC/P N (D),Cutsize,205
OB_Cutsize,208780701222412,Q-YELLOW(500) 70G A3LG 4L 140R/P BOX DOM,RM,1CZD-QY-070-A03-500-4L-001,Quality Yellow 70G A3 (500) AUTO 4L 140 R/P N,Cutsize,401
OB_Cutsize,208780701242752,QUALITY YELLOW 70G.B4 4L 200 R/P BOX DOM,RM,1GCD-QY-070-B04-500-4L-001,Quality Yellow 70G B4 (500) 4L 200 R/P N,Cutsize (Guillotine),168
OB_Cutsize,208780701272692,QUALITY YELLOW 70G F14 4L 240R/P BOX DOM,RM,1GCD-QY-070-F14-500-4L-001,Quality Yellow 70G F14 (500) 4L 240 R/P N,Cutsize (Guillotine),339
OB_Cutsize,208780702612653,EAGLE GREEN 70G. A4(500)6L 480 R/P SHR,RM,1CZD-EG-070-A04-500-6L-001,Eagle Green 70G A4 (500) 6L 480 R/P SHR N,Cutsize,2073
OB_Cutsize,208780801322412,Q-RED(500) 80G A3LG 4L 140R/P BOX DOM,RM,1CZD-QR-080-A03-500-4L-001,Quality Red 80G A3 (500) AUTO 4L 140 R/P N,Cutsize,380
OB_Cutsize,208780801342752,QUALITY RED(500) 80G. B4LG 4L 200R/L BOX,RM,1GCD-QR-080-B04-500-4L-001,Quality Red 80G B4 (500) 4L 200 R/P N,Cutsize (Guillotine),167
OB_Cutsize,208780801372492,QUALITY RED 80G.F14 LG 4L240 R/P BOX DOM,RM,1GCD-QR-080-F14-500-4L-001,Quality Red 80G F14 (500) 4L 240 R/P N,Cutsize (Guillotine),340
OB_Cutsize,208780802712653,EAGLE RED 80G. A4(500)6L 480 R/P SHR,RM,1CZD-ER-080-A04-500-6L-001,Eagle Red 80G A4 (500) 6L 480 R/P SHR N,Cutsize,2250
OB_Cutsize,208790701212652,QUALITY YELLOW 70G. A4(500)6L 480R/P BOX,RM,1CZD-QY-070-A04-500-6L-001,Quality Yellow 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,18120
OB_Cutsize,208790703412683,SHIH-TZU PINK 70G A4(450) 6L 480 R/P SHR,PAC,1CZD-ZP-070-A04-450-6L-001,Shih-Tzu Pink 70G A4 (450) 6L 480 PAC/P SHR N,Cutsize,835
OB_Cutsize,208790801312652,QUALITY RED 80G. A4(500)6L 480 R/P BOX,RM,1CZD-QR-080-A04-500-6L-001,Quality Red 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,3188
OB_Cutsize,208790803512683,SHIH-TZU GREEN 80G A4(450)6L 480 R/P SHR,PAC,1CZD-ZG-080-A04-450-6L-001,Shih-Tzu Green 80G A4 (450) 6L 480 PAC/P SHR N,Cutsize,825
OB_Cutsize,208900704912652,SMARTIST 70G A4(500)6L 480 R/P BOX,RM,1CZD-ST-070-A04-500-6L-001,Smartist 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,8868
OB_Cutsize,208900808412652,SMART COPY 80G A4(500)6L 480 R/P BOX,RM,1CZD-SC-080-A04-500-6L-001,Smart Copy 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,3068
OB_Cutsize,2081H0900612572,DA COLOR PRINT150 90G A4/500 5L 375 R/P,RM,1CZD-DA-090-A04-500-5L-001,Double A 90G A4 (500) AUTO 5L 375 R/P N,Cutsize,3505
OB_Cutsize,2082C0706012652,QUALITY ORANGE 70G A4(500)6L480 R/P,RM,1CZD-QO-070-A04-500-6L-001,Quality Orange 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,3866
OB_Cutsize,2082D0754712652,HI-PLUS 75G. A4(500) 6L 480R/P BOX,RM,1CZD-HE-075-A04-500-6L-001,Hi-Plus Eng 75G A4 (500) AUTO 6L 480 R/P N,Cutsize,219
E-Com,208010701412652,QUALITY BLUE 70G. A4(500)6L 480 R/P BOX,RM,1CZD-QB-070-A04-500-6L-001,Quality Blue 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,6752
E-Com,208010701422412,QUALITY BLUE 70G. A3(500) 4L 140 R/P BOX,RM,1CZD-QB-070-A03-500-4L-001,Quality Blue 70G A3 (500) AUTO 4L 140 R/P N (D),Cutsize,400
E-Com,208010701812653,SPEED YELLOW 70G. A4(500)6L 480 R/P SHR,RM,1CZD-SY-070-A04-500-6L-001,Speed Yellow 70G A4 (500) 6L 480 R/P SHR N,Cutsize,3515
E-Com,208010801512652,QUALITY GREEN 80G. A4(500)6L 480R/P BOX,RM,1CZD-QG-080-A04-500-6L-001,Quality Green 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,1425
E-Com,208010801912653,SPEED RED 80G. A4(500)6L 480 R/P SHR,RM,1CZD-SR-080-A04-500-6L-001,Speed Red 80G A4 (500) 6L 480 R/P SHR N,Cutsize,3070
E-Com,208040800612652,DA-GREEN 80G. A4(500) 6L 480 R/P BOX,RM,1CZD-DG-080-A04-500-6L-001,Double A Green 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,887
E-Com,208110706012652,QUALITY ORANGE 70G. A4(500)6L480 R/P BOX,RM,1CZD-QO-070-A04-500-001,Quality Orange 70G A4 (500) (D),Cutsize - (Parent),2
E-Com,208110806312652,QUALITY PURPLE 80G. A4(500)6L480 R/P BOX,RM,1CZD-QP-080-A04-500-6L-002,Quality Purple 80G A4 (500) AUTO 6L 480 R/P STICKER N,Cutsize,12563
E-Com,208140700612652,DOUBLE A 70G A4(500) 6L 480 R/P BOX,RM,1CZD-DA-070-A04-500-6L-001,Double A 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,10444
E-Com,208140700692802,DOUBLE A 70G. A5 LG 4L 600 R/P BOX DOM,RM,1CZE-DA-070-A05-500-4L-002,Double A 70G A5 (500) MN 4L 600 R/P N,Cutsize,1771
E-Com,208140800312652,DA-1759 80G A4(500) 6L 480 R/P BOX,RM,1CZD-DZ-080-A04-500-6L-001,Double A (1759) 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,21573
E-Com,208140800622412,DOUBLE A 80G A3/500 4L 140 R/P BOX DOM,RM,1CZD-DA-080-A03-500-4L-001,Double A 80G A3 (500) AUTO 4L 140 R/P N (D),Cutsize,601
E-Com,208140800632452,DOUBLE A 80G A11/500 4L 300 R/P BOX,RM,1CZD-DA-080-A11-500-4L-001,Double A 80G A11 (500) AUTO 4L 300 R/P N (D),Cutsize,2000
E-Com,208140800642752,Double A(500) 80G B4LG 4L200 R/PBOX DOM,RM,1GCD-DA-080-B04-500-4L-001,Double A 80G B4 (500) 4L 200 R/P N (D),Cutsize (Guillotine),66
E-Com,208140800652192,Double A(500) 80G B5LG 4L 360 R/PBOX DOM,RM,1GCD-DA-080-B05-500-4L-001,Double A 80G B5 (500) 4L 360 R/P N (D),Cutsize (Guillotine),79
E-Com,208140800672692,Double A(500) 80G F14LG 4L240 R/PBOX DOM,RM,1GCD-DA-080-F14-500-4L-001,Double A 80G F14 (500) 4L 240 R/P N (D),Cutsize (Guillotine),612
E-Com,208140800692872,Double A (500) 80G A5LG 4L600R/P BOX DOM,RM,1CZD-DA-080-A05-500-4L-001,Double A 80G A5 (500) MN 4L 600 R/P N (D),Cutsize,1810
E-Com,208140808012673,DOUBLE A 80G. A4(550) 6L 480 Pack/P SHR,PAC,1CZD-DA-080-A04-250-4L-001,Double A 80G A4 (250) MN 4L 600 PAC/P N (D),Cutsize,205
E-Com,208780701222412,Q-YELLOW(500) 70G A3LG 4L 140R/P BOX DOM,RM,1CZD-QY-070-A03-500-4L-001,Quality Yellow 70G A3 (500) AUTO 4L 140 R/P N,Cutsize,401
E-Com,208780701242752,QUALITY YELLOW 70G.B4 4L 200 R/P BOX DOM,RM,1GCD-QY-070-B04-500-4L-001,Quality Yellow 70G B4 (500) 4L 200 R/P N,Cutsize (Guillotine),168
E-Com,208780701272692,QUALITY YELLOW 70G F14 4L 240R/P BOX DOM,RM,1GCD-QY-070-F14-500-4L-001,Quality Yellow 70G F14 (500) 4L 240 R/P N,Cutsize (Guillotine),339
E-Com,208780702612653,EAGLE GREEN 70G. A4(500)6L 480 R/P SHR,RM,1CZD-EG-070-A04-500-6L-001,Eagle Green 70G A4 (500) 6L 480 R/P SHR N,Cutsize,2073
E-Com,208780801322412,Q-RED(500) 80G A3LG 4L 140R/P BOX DOM,RM,1CZD-QR-080-A03-500-4L-001,Quality Red 80G A3 (500) AUTO 4L 140 R/P N,Cutsize,380
E-Com,208780801342752,QUALITY RED(500) 80G. B4LG 4L 200R/L BOX,RM,1GCD-QR-080-B04-500-4L-001,Quality Red 80G B4 (500) 4L 200 R/P N,Cutsize (Guillotine),167
E-Com,208780801372492,QUALITY RED 80G.F14 LG 4L240 R/P BOX DOM,RM,1GCD-QR-080-F14-500-4L-001,Quality Red 80G F14 (500) 4L 240 R/P N,Cutsize (Guillotine),340
E-Com,208780802712653,EAGLE RED 80G. A4(500)6L 480 R/P SHR,RM,1CZD-ER-080-A04-500-6L-001,Eagle Red 80G A4 (500) 6L 480 R/P SHR N,Cutsize,2250
E-Com,208790701212652,QUALITY YELLOW 70G. A4(500)6L 480R/P BOX,RM,1CZD-QY-070-A04-500-6L-001,Quality Yellow 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,18120
E-Com,208790703412683,SHIH-TZU PINK 70G A4(450) 6L 480 R/P SHR,PAC,1CZD-ZP-070-A04-450-6L-001,Shih-Tzu Pink 70G A4 (450) 6L 480 PAC/P SHR N,Cutsize,835
E-Com,208790801312652,QUALITY RED 80G. A4(500)6L 480 R/P BOX,RM,1CZD-QR-080-A04-500-6L-001,Quality Red 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,3188
E-Com,208790803512683,SHIH-TZU GREEN 80G A4(450)6L 480 R/P SHR,PAC,1CZD-ZG-080-A04-450-6L-001,Shih-Tzu Green 80G A4 (450) 6L 480 PAC/P SHR N,Cutsize,825
E-Com,208900704912652,SMARTIST 70G A4(500)6L 480 R/P BOX,RM,1CZD-ST-070-A04-500-6L-001,Smartist 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,8868
E-Com,208900808412652,SMART COPY 80G A4(500)6L 480 R/P BOX,RM,1CZD-SC-080-A04-500-6L-001,Smart Copy 80G A4 (500) AUTO 6L 480 R/P N,Cutsize,3068
E-Com,2081H0900612572,DA COLOR PRINT150 90G A4/500 5L 375 R/P,RM,1CZD-DA-090-A04-500-5L-001,Double A 90G A4 (500) AUTO 5L 375 R/P N,Cutsize,3505
E-Com,2082C0706012652,QUALITY ORANGE 70G A4(500)6L480 R/P,RM,1CZD-QO-070-A04-500-6L-001,Quality Orange 70G A4 (500) AUTO 6L 480 R/P N,Cutsize,3866
E-Com,2082D0754712652,HI-PLUS 75G. A4(500) 6L 480R/P BOX,RM,1CZD-HE-075-A04-500-6L-001,Hi-Plus Eng 75G A4 (500) AUTO 6L 480 R/P N,Cutsize,219
Folio Ream,202761503104300,HI-WC 150G. 31x43 ROP N,RM,1FOD-HW01-150-N21-125-001,HI-WC 150G (125) 31x43 56 PAC/P ROP N,Folio,154
Folio Ream,202761502553550,HI-WC 150G. 25.5x35.5 ROP N,RM,1FOD-HW01-150-N14-250-001,HI-WC 150G (250) 25.5x35.5 28 PAC/P ROP N,Folio,84
Folio Ream,202761502503550,HI-WC 150G. 25x35.5 ROP N,RM,1FOD-HW01-150-N10-250-001,HI-WC 150G (250) 25x35.5 28 PAC/P ROP N,Folio,182
Folio Ream,202230753104300,Jing Jai Paper 75G. 31x43 ROP N,RM,1FOD-JJ01-075-N21-500-001,JING JAI 75G (500) 31x43 27 R/P ROP N,Folio,243
Folio Ream,202230752403500,Jing Jai Paper 75G. 24x35 ROP N,RM,1FOD-JJ01-075-N05-500-001,JING JAI 75G (500) 24x35 27 R/P ROP N,Folio,162
Folio Ream,202230703104300,Jing Jai Paper 70G. 31x43 ROP N,RM,1FOD-JJ01-070-N21-500-001,JING JAI 70G (500) 31x43 28 R/P ROP N,Folio,252
Folio Ream,202230702403500,Jing Jai Paper 70G. 24x35 ROP N,RM,1FOD-JJ01-070-N05-500-001,JING JAI 70G (500) 24x35 28 R/P ROP N,Folio,224
Folio Ream,202031203104300,aA-PRINT 120G. 31x43,RM,1FOD-AP01-120-N21-250-001,aA-PRINT 120G (250) 31x43 36 PAC/P ROP N,Folio,216
Folio Ream,202031202403500,aA-PRINT 120G. 24x35,RM,1FOD-AP01-120-N05-250-001,aA-PRINT 120G (250) 24x35 36 PAC/P ROP N,Folio,180
Folio Ream,202031003503800,aA-PRINT 100G. 35x38,RM,1FOD-AP01-100-N30-250-001,aA-PRINT 100G (250) 35x38 44 PAC/P ROP N,Folio,66
Folio Ream,202031003104300,aA-PRINT 100G. 31x43,RM,1FOD-AP01-100-N21-250-001,aA-PRINT 100G (250) 31x43 44 PAC/P ROP N,Folio,264
Folio Ream,202761802503550,HI-WC 180G. 25x35.5 ROP N,RM,1FOD-HW01-180-N10-250-001,HI-WC 180G (250) 25x35.5 24 PAC/P ROP N,Folio,60
Folio Ream,202761802553550,HI-WC 180G. 25.5x35.5 ROP N,RM,1FOD-HW01-180-N14-250-001,HI-WC 180G (250) 25.5x35.5 24 PAC/P ROP N,Folio,132
Folio Ream,202761803104300,HI-WC 180G. 31x43 ROP N,RM,1FOD-HW01-180-N21-125-001,HI-WC 180G (125) 31x43 48 PAC/P ROP N,Folio,48
Folio Ream,202950702403500,SMART PRINT 70G. 24X35 ROP,RM,1FOD-SP01-070-N05-500-001,SMART PRINT 70G (500) 24x35 28 R/P ROP N,Folio,952
Folio Ream,202950703104300,SMART PRINT 70G. 31X43 ROP,RM,1FOD-SP01-070-N21-500-001,SMART PRINT 70G (500) 31x43 28 R/P ROP N,Folio,420
Folio Ream,202950802403500,SMART PRINT 80G. 24X35 ROP,RM,1FOD-SP01-080-N05-500-001,SMART PRINT 80G (500) 24x35 26 R/P ROP N,Folio,728
Folio Ream,202950803104300,SMART PRINT 80G. 31X43 ROP,RM,1FOD-SP01-080-N21-500-001,SMART PRINT 80G (500) 31x43 26 R/P ROP N,Folio,66
Folio Ream,202951002403500,SMART PRINT 100G. 24x35 ROP N,RM,1FOD-SP01-100-N05-500-001,SMART PRINT 100G (500) 24x35 22 R/P ROP N,Folio,330
Folio Ream,202951003104300,SMART PRINT 100G. 31x43 ROP N,RM,1FOD-SP01-100-N21-250-001,SMART PRINT 100G (250) 31x43 44 PAC/P ROP N,Folio,198
Folio Ream,202030803503800,aA-PRINT80G 35X38 ROP,RM,1FOD-AP01-080-N30-250-001,aA-PRINT 80G (250) 35x38 52 PAC/P ROP N,Folio,234
Folio Ream,202030703502600,aA-PRINT 70 35X26 ROP N,RM,1FOD-AP01-070-N29-500-001,aA-PRINT 70G (500) 35x26 28 R/P ROP N,Folio,196
Folio Ream,202030802503500,aA-PRINT 80G. 25x35,RM,1FOD-AP01-080-N09-500-001,aA-PRINT 80G (500) 25x35 26 R/P ROP N,Folio,312
Folio Ream,202030702403500,aA-PRINT 70G. 24x35,RM,1FOD-AP01-070-N05-500-001,aA-PRINT 70G (500) 24x35 28 R/P ROP N,Folio,308
Folio Ream,202030702503500,aA-PRINT 70G. 25x35,RM,1FOD-AP01-070-N09-500-001,aA-PRINT 70G (500) 25x35 28 R/P ROP N,Folio,420
Folio Ream,202030802804000,aA-PRINT 80G. 28x40,RM,1FOD-AP01-080-N17-500-001,aA-PRINT 80G (500) 28x40 26 R/P ROP N,Folio,26
Folio Ream,202030603104300,aA-PRINT 60G. 31x43,RM,1FOD-AP01-060-N21-500-001,aA-PRINT 60G (500) 31x43 32 R/P ROP N,Folio,256
Folio Ream,202030802403500,aA-PRINT 80G. 24x35,RM,1FOD-AP01-080-N05-500-001,aA-PRINT 80G (500) 24x35 26 R/P ROP N,Folio,130
Folio Ream,202030803104300,aA-PRINT 80G. 31x43,RM,1FOD-AP01-080-N21-500-001,aA-PRINT 80G (500) 31x43 26 R/P ROP N,Folio,371
Folio Ream,202031002403500,aA-PRINT 100G. 24x35,RM,1FOD-AP01-100-N05-500-001,aA-PRINT 100G (500) 24x35 22 R/P ROP N,Folio,286
Folio Ream,202030602503500,aA-PRINT 60G. 25x35,RM,1FOD-AP01-060-N09-500-001,aA-PRINT 60G (500) 25x35 32 R/P ROP N,Folio,576
Folio Ream,202030703104300,aA-PRINT 70G. 31x43,RM,1FOD-AP01-070-N21-500-001,aA-PRINT 70G (500) 31x43 28 R/P ROP N,Folio,364
Folio Ream,202030602403500,aA-PRINT 60G. 24x35,RM,1FOD-AP01-060-N05-500-001,aA-PRINT 60G (500) 24x35 32 R/P ROP N,Folio,576
Folio Ream,202030702503500,aA-PRINT 70G. 25x35,RM,1FOD-AP01-070-N09-500-001,aA-PRINT 70G (500) 25x35 28 R/P ROP N,Folio,22
Folio Ream,202761802553550,HI-WC 180G. 25.5x35.5 ROP N,RM,1FOD-HW01-180-N14-250-001,HI-WC 180G (250) 25.5x35.5 24 PAC/P ROP N,Folio,12
Folio Ream,202761803104300,HI-WC 180G. 31x43 ROP N,RM,1FOD-HW01-180-N21-125-001,HI-WC 180G (125) 31x43 48 PAC/P ROP N,Folio,20
Folio Ream,202950702403500,SMART PRINT 70G. 24X35 ROP,RM,1FOD-SP01-070-N05-500-001,SMART PRINT 70G (500) 24x35 28 R/P ROP N,Folio,18
Folio Ream,202030702403500,aA-PRINT 70G. 24x35,RM,1FOD-AP01-070-N05-500-001,aA-PRINT 70G (500) 24x35 28 R/P ROP N,Folio,17
Folio Ream,202950703104300,SMART PRINT 70G. 31X43 ROP,RM,1FOD-SP01-070-N21-500-001,SMART PRINT 70G (500) 31x43 28 R/P ROP N,Folio,21
Folio Ream,202950802403500,SMART PRINT 80G. 24X35 ROP,RM,1FOD-SP01-080-N05-500-001,SMART PRINT 80G (500) 24x35 26 R/P ROP N,Folio,1
Folio Ream,202030603104300,aA-PRINT 60G. 31x43,RM,1FOD-AP01-060-N21-500-001,aA-PRINT 60G (500) 31x43 32 R/P ROP N,Folio,1
Folio Ream,202950803104300,SMART PRINT 80G. 31X43 ROP,RM,1FOD-SP01-080-N21-500-001,SMART PRINT 80G (500) 31x43 26 R/P ROP N,Folio,15
Folio Ream,202951002403500,SMART PRINT 100G. 24x35 ROP N,RM,1FOD-SP01-100-N05-500-001,SMART PRINT 100G (500) 24x35 22 R/P ROP N,Folio,6
Folio Ream,202030602503500,aA-PRINT 60G. 25x35,RM,1FOD-AP01-060-N09-500-001,aA-PRINT 60G (500) 25x35 32 R/P ROP N,Folio,2
Folio Ream,202951003104300,SMART PRINT 100G. 31x43 ROP N,RM,1FOD-SP01-100-N21-250-001,SMART PRINT 100G (250) 31x43 44 PAC/P ROP N,Folio,11
Folio Ream,202030602403500,aA-PRINT 60G. 24x35,RM,1FOD-AP01-060-N05-500-001,aA-PRINT 60G (500) 24x35 32 R/P ROP N,Folio,2
Folio Ream,202031002503600,aA-PRINT 100G. 25x36,RM,1FOD-AP01-100-N11-500-001,aA-PRINT 100G (500) 25x36 R/P 22 ROP N,Folio,22
Folio Ream,202031002403500,aA-PRINT 100G. 24x35,RM,1FOD-AP01-100-N05-500-001,aA-PRINT 100G (500) 24x35 22 R/P ROP N,Folio,9
Folio Ream,202031003104300,aA-PRINT 100G. 31x43,RM,1FOD-AP01-100-N21-250-001,aA-PRINT 100G (250) 31x43 44 PAC/P ROP N,Folio,8
Folio Ream,202030803104300,aA-PRINT 80G. 31x43,RM,1FOD-AP01-080-N21-500-001,aA-PRINT 80G (500) 31x43 26 R/P ROP N,Folio,27
Folio Ream,202031202403500,aA-PRINT 120G. 24x35,RM,1FOD-AP01-120-N05-250-001,aA-PRINT 120G (250) 24x35 36 PAC/P ROP N,Folio,29
Folio Ream,202031203104300,aA-PRINT 120G. 31x43,RM,1FOD-AP01-120-N21-250-001,aA-PRINT 120G (250) 31x43 36 PAC/P ROP N,Folio,11
Folio Ream,202030802804000,aA-PRINT 80G. 28x40,RM,1FOD-AP01-080-N17-500-001,aA-PRINT 80G (500) 28x40 26 R/P ROP N,Folio,2
Folio Ream,202230702403500,Jing Jai Paper 70G. 24x35 ROP N,RM,1FOD-JJ01-070-N05-500-001,JING JAI 70G (500) 24x35 28 R/P ROP N,Folio,27
Folio Ream,202230703104300,Jing Jai Paper 70G. 31x43 ROP N,RM,1FOD-JJ01-070-N21-500-001,JING JAI 70G (500) 31x43 28 R/P ROP N,Folio,1
Folio Ream,202030802503550,aA-PRINT 80G. 25x35.5,RM,1FOD-AP01-080-N10-500-001,aA-PRINT 80G (500) 25x35.5 26 R/P ROP N,Folio,26
Folio Ream,202230752403500,Jing Jai Paper 75G. 24x35 ROP N,RM,1FOD-JJ01-075-N05-500-001,JING JAI 75G (500) 24x35 27 R/P ROP N,Folio,34
Folio Ream,202030802503500,aA-PRINT 80G. 25x35,RM,1FOD-AP01-080-N09-500-001,aA-PRINT 80G (500) 25x35 26 R/P ROP N,Folio,8
Folio Ream,202230753104300,Jing Jai Paper 75G. 31x43 ROP N,RM,1FOD-JJ01-075-N21-500-001,JING JAI 75G (500) 31x43 27 R/P ROP N,Folio,19
Folio Ream,202761502503550,HI-WC 150G. 25x35.5 ROP N,RM,1FOD-HW01-150-N10-250-001,HI-WC 150G (250) 25x35.5 28 PAC/P ROP N,Folio,11
Folio Ream,202030802403500,aA-PRINT 80G. 24x35,RM,1FOD-AP01-080-N05-500-001,aA-PRINT 80G (500) 24x35 26 R/P ROP N,Folio,17
Folio Ream,202761502553550,HI-WC 150G. 25.5x35.5 ROP N,RM,1FOD-HW01-150-N14-250-001,HI-WC 150G (250) 25.5x35.5 28 PAC/P ROP N,Folio,2
Folio Ream,202761503104300,HI-WC 150G. 31x43 ROP N,RM,1FOD-HW01-150-N21-125-001,HI-WC 150G (125) 31x43 56 PAC/P ROP N,Folio,12
Folio Ream,202030703104300,aA-PRINT 70G. 31x43,RM,1FOD-AP01-070-N21-500-001,aA-PRINT 70G (500) 31x43 28 R/P ROP N,Folio,18
Folio Ream,202761802503550,HI-WC 180G. 25x35.5 ROP N,RM,1FOD-HW01-180-N10-250-001,HI-WC 180G (250) 25x35.5 24 PAC/P ROP N,Folio,17
Folio Full Pallet,201030601673943,aA-PRINT 60 W.16.75 D39.4 C3,KG,1RG-AP01-060-0426-1000-3,"aA-PRINT 60G | W426 D1000 C3"" (W16.75"" D39.4"")",Roll FG,1102
Folio Full Pallet,201031200903943,"aA-PRINT 120G. W9"" D39.4"" C3""",KG,1RG-AP01-120-0229-1000-3,"aA-PRINT 120G | W229 D1000 C3"" (W9"" D39.4"") (Pack II)",Roll FG,1167
Folio Full Pallet,201031002503943,"aA-PRINT 100G. 25 D39.4"" C3""",KG,1RG-AP01-100-0635-1000-3,"aA-PRINT 100G | W635 D1000 C3"" (W25"" D39.4"")",Roll FG,4031
Folio Full Pallet,201031002403943,"aA-PRINT 100G. W24"" D39.4"" C3""",KG,1RG-AP01-100-0610-1000-3,"aA-PRINT 100G | W610 D1000 C3"" (W24"" D39.4"")",Roll FG,8533
Folio Full Pallet,201030801753943,"aA-PRINT 80G. 17.5 D39.4"" C3""",KG,1RG-AP01-080-0445-1000-3,"aA-PRINT 80G | W445 D1000 C3"" (W17.5"" D39.4"")",Roll FG,275
Folio Full Pallet,201030801653943,"aA-PRINT 80G. W16.5"" D39.4"" C3""",KG,1RG-AP01-080-0419-1000-3,"aA-PRINT 80G | W419 D1000 C3"" (W16.5"" D39.4"")",Roll FG,263
Folio Full Pallet,201030601703943,"aA-PRINT 60G. W17 D39.4"" C3""",KG,1RG-AP01-060-0432-1000-3,"aA-PRINT 60G | W432 D1000 C3"" (W17"" D39.4"")",Roll FG,4748
Folio Full Pallet,201030600903943,"aA-PRINT 60G. 9 D39.4"" C3""",KG,1RG-AP01-060-0229-1000-3,"aA-PRINT 60G | W229 D1000 C3"" (W9"" D39.4"") (Pack II)",Roll FG,595
OB_Non B1-2,C05910150,"ซองน้ำตาล บอสตัน 6""x12"" (10:P)",EA,2CT-PB-08-023,"ซองน้ำตาล Boston 6""x12"" P.10",DACT,19
